,Title,Organization,Skills,Ratings,Review counts,Metadata
643,Google UX Design (DE),Google," Design and Product, User Experience Design, User Experience",4.4,4.4(38 reviews),Beginner · Professional Certificate · 3 - 6 Months
644,Vital Signs: Understanding What the Body Is Telling Us,University of Pennsylvania, Health,4.8,4.8(6.1K reviews),Mixed · Course · 1 - 3 Months
645,Auditing I: Conceptual Foundations of Auditing,University of Illinois at Urbana-Champaign," Accounting, Audit, Critical Thinking, Financial Analysis, Regulations and Compliance, Risk Management, Financial Accounting, General Accounting, Leadership and Management, Finance",4.7,4.7(525 reviews),Intermediate · Course · 1 - 3 Months
646,Write Professional Emails in English,Georgia Institute of Technology," Writing, Business Communication, Professional Development",4.8,4.8(17K reviews),Mixed · Course · 1 - 3 Months
647,Fundamentals of Reinforcement Learning,University of Alberta," Machine Learning, Reinforcement Learning, Machine Learning Algorithms, Python Programming, Statistical Programming, Computer Programming, Decision Making",4.8,4.8(2.7K reviews),Intermediate · Course · 1 - 3 Months
648,Réussir le Changement,ESSEC Business School,,4.5,4.5(1.9K reviews),Mixed · Course · 1 - 3 Months
649,Innovation: From Creativity to Entrepreneurship,University of Illinois at Urbana-Champaign,,4.8,4.8(3.2K reviews),Beginner · Specialization · 3 - 6 Months
650,Antibiotic Stewardship,Stanford University,,4.6,4.6(475 reviews),Advanced · Course · 1 - 3 Months
651,Integrative Nursing,University of Minnesota,,4.8,4.8(798 reviews),Beginner · Specialization · 3 - 6 Months
652,CVS Health Call Center Customer Service,CVS Health,,4.6,4.6(64 reviews),Beginner · Professional Certificate · 3 - 6 Months
653,Terrorism and Counterterrorism: Comparing Theory and Practice,Universiteit Leiden,,4.8,4.8(3.1K reviews),Beginner · Course · 1 - 3 Months
654,"Extract, Transform and Load Data in Power BI",Microsoft,,4.4,4.4(177 reviews),Beginner · Course · 1 - 4 Weeks
655,Understanding Einstein: The Special Theory of Relativity,Stanford University,,4.9,4.9(2.9K reviews),Beginner · Course · 1 - 3 Months
656,Algorithmic Toolbox,University of California San Diego,,4.6,4.6(12K reviews),Intermediate · Course · 1 - 3 Months
657,Excel to MySQL: Analytic Techniques for Business,Duke University,,4.6,4.6(15K reviews),Beginner · Specialization · 3 - 6 Months
658,Neuroscience and Neuroimaging,Johns Hopkins University,,4.6,4.6(3.1K reviews),Intermediate · Specialization · 3 - 6 Months
659,Game Design and Development with Unity 2020,Michigan State University,,4.7,4.7(522 reviews),Beginner · Specialization · 3 - 6 Months
660,Electric Industry Operations and Markets,Duke University,,4.8,4.8(1.2K reviews),Beginner · Course · 1 - 4 Weeks
661,Satisfaction Guaranteed: Develop Customer Loyalty Online,Google,,4.8,4.8(2.3K reviews),Beginner · Course · 1 - 4 Weeks
662,Akamai Customer Consulting and Support,"Akamai Technologies, Inc.",,4.9,4.9(34 reviews),Beginner · Professional Certificate · 3 - 6 Months
663,Akamai Network Engineering,"Akamai Technologies, Inc.",,4.9,4.9(34 reviews),Beginner · Professional Certificate · 3 - 6 Months
664,Introduction to Agile Development and Scrum,IBM,,4.9,4.9(1.5K reviews),Beginner · Course · 1 - 4 Weeks
665,Fundamentals of Flight mechanics,ISAE-SUPAERO,,4.7,4.7(356 reviews),Beginner · Specialization · 3 - 6 Months
666,Cybersecurity,"University of Maryland, College Park",,4.6,4.6(5.4K reviews),Intermediate · Specialization · 3 - 6 Months
667,Oracle SQL Databases,LearnQuest,,4.6,4.6(608 reviews),Beginner · Specialization · 3 - 6 Months
668,Developing Industrial Internet of Things,University of Colorado Boulder,,4.6,4.6(629 reviews),Intermediate · Specialization · 3 - 6 Months
669,Circular Economy - Sustainable Materials Management,Lund University,,4.8,4.8(1.8K reviews),Beginner · Course · 1 - 3 Months
670,Introduction to Philosophy,The University of Edinburgh,,4.7,4.7(9K reviews),Mixed · Course · 3 - 6 Months
671,Introduction to Machine Learning,Duke University,,4.7,4.7(3.4K reviews),Intermediate · Course · 1 - 4 Weeks
672,Object Oriented Java Programming: Data Structures and Beyond,University of California San Diego,,,,Intermediate · Specialization · 3 - 6 Months
673,Driving business towards the Sustainable Development Goals,Erasmus University Rotterdam,,,,Beginner · Course · 1 - 3 Months
674,A Crash Course in Causality:  Inferring Causal Effects from Observational Data,University of Pennsylvania,,,,Intermediate · Course · 1 - 3 Months
675,ESG Risks and Opportunities,University of Pennsylvania,,,,Beginner · Course · 1 - 4 Weeks
676,"Diversity, Equity, and Inclusion for Organizational Leaders","Parsons School of Design, The New School",,,,Beginner · Specialization · 1 - 3 Months
677,Introduction to Public Relations and the Media,University of Colorado Boulder,,,,Beginner · Specialization · 3 - 6 Months
678,Foundations of Software Testing and Validation,University of Leeds,,,,Beginner · Course · 1 - 4 Weeks
679,Getting Started with Git and GitHub,IBM,,,,Beginner · Course · 1 - 4 Weeks
680,"GIS, Mapping, and Spatial Analysis",University of Toronto,,,,Beginner · Specialization · 3 - 6 Months
681,AI and Public Health,DeepLearning.AI,,,,Beginner · Course · 1 - 4 Weeks
682,Wind Energy,Technical University of Denmark (DTU),,,,Mixed · Course · 3 - 6 Months
683,Google IT 지원 수료증 이수 과정,Google,,,,Beginner · Professional Certificate · 3 - 6 Months
684,Code Yourself! An Introduction to Programming,The University of Edinburgh,,4.7,4.7(3.3K reviews),Beginner · Course · 1 - 3 Months
685,"Project Management Foundations, Initiation, and Planning",SkillUp EdTech,,4.7,4.7(93 reviews),Beginner · Course · 1 - 3 Months
686,Object Oriented Programming,University of London,,4.7,4.7(71 reviews),Intermediate · Specialization · 1 - 3 Months
687,Fundamentos de la gestión de proyectos,Google,,4.9,4.9(5.1K reviews),Beginner · Course · 1 - 4 Weeks
688,Introduction to Embedded Systems Software and Development Environments,University of Colorado Boulder,,4.5,4.5(595 reviews),Intermediate · Course · 1 - 4 Weeks
689,An Introduction to Consumer Neuroscience & Neuromarketing,Copenhagen Business School,,4.7,4.7(3.1K reviews),Beginner · Course · 1 - 3 Months
690,Digital Health,Imperial College London,,4.5,4.5(212 reviews),Intermediate · Specialization · 1 - 3 Months
691,"Decisions, Decisions: Dashboards and Reports",Google,,4.8,4.8(411 reviews),Advanced · Course · 1 - 3 Months
692,Market Research,Queen Mary University of London,,4.5,4.5(115 reviews),Beginner · Specialization · 3 - 6 Months
693,Security and Privacy for Big Data - Part 2,EIT Digital ,,4.7,4.7(239 reviews),Beginner · Course · 1 - 4 Weeks
694,Linear Algebra from Elementary to Advanced,Johns Hopkins University,,4.8,4.8(14 reviews),Beginner · Specialization · 3 - 6 Months
695,Using Python to Access Web Data,University of Michigan,,4.8,4.8(44K reviews),Beginner · Course · 1 - 3 Months
696,Data Science: Statistics and Machine Learning,Johns Hopkins University,,4.4,4.4(7.1K reviews),Intermediate · Specialization · 3 - 6 Months
697,Introduction to Google SEO,"University of California, Davis",,4.6,4.6(9.8K reviews),Beginner · Course · 1 - 4 Weeks
698,AI For Everyone （すべての人のためのAIリテラシー講座）,DeepLearning.AI,,4.7,4.7(247 reviews),Beginner · Course · 1 - 3 Months
699,Étudier en France: French Intermediate course B1-B2,École Polytechnique,,4.8,4.8(4.6K reviews),Intermediate · Course · 1 - 3 Months
700,Python Basics,University of Michigan,,4.8,4.8(17K reviews),Beginner · Course · 1 - 4 Weeks
701,Miracles of Human Language: An Introduction to Linguistics,Universiteit Leiden,,4.7,4.7(2.3K reviews),Beginner · Course · 1 - 3 Months
702,Data Science Math Skills,Duke University,,4.5,4.5(12K reviews),Beginner · Course · 1 - 3 Months
703,Data Literacy: Exploring and Visualizing Data,SAS,,4.7,4.7(968 reviews),Beginner · Specialization · 1 - 3 Months
704,Introduction to Business,"University of California, Irvine",,4.7,4.7(258 reviews),Beginner · Specialization · 1 - 3 Months
705,Immunology: The Immune System and its Failures,Imperial College London,,4.7,4.7(146 reviews),Intermediate · Specialization · 3 - 6 Months
706,Value Chain Management,University of Illinois at Urbana-Champaign,,4.7,4.7(4.9K reviews),Intermediate · Specialization · 3 - 6 Months
707,Improving Communication Skills,University of Pennsylvania,,4.7,4.7(1.9K reviews),Beginner · Course · 1 - 4 Weeks
708,Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud,,4.7,4.7(16K reviews),Beginner · Course · 1 - 3 Months
709,Financing and Investing in Infrastructure,Università Bocconi,,4.8,4.8(1.9K reviews),Mixed · Course · 1 - 3 Months
710,Accounting Data Analytics,University of Illinois at Urbana-Champaign,,4.7,4.7(518 reviews),Intermediate · Specialization · 3 - 6 Months
711,Essentials of Global Health,Yale University,,4.9,4.9(1.9K reviews),Mixed · Course · 1 - 3 Months
712,Cybersecurity Operations Fundamentals,Cisco Learning and Certifications,,4.7,4.7(168 reviews),Beginner · Specialization · 3 - 6 Months
713,The Power of Statistics,Google,,4.8,4.8(332 reviews),Advanced · Course · 1 - 3 Months
714,Fractal Data Science,Fractal Analytics,,4.3,4.3(46 reviews),Beginner · Professional Certificate · 3 - 6 Months
715,Introduction to Web Development,"University of California, Davis",,4.7,4.7(3.6K reviews),Beginner · Course · 1 - 3 Months
716,Marketing digital e e-commerce do Google,Google,,4.9,4.9(110 reviews),Beginner · Professional Certificate · 3 - 6 Months
717,Making Architecture,IE Business School,,4.8,4.8(1.3K reviews),Beginner · Course · 1 - 4 Weeks
718,Reporting extra-financier et stratégie RSE,ESSEC Business School,,4.7,4.7(373 reviews),Beginner · Course · 1 - 4 Weeks
719,Digital Transformation Using AI/ML with Google Cloud,Google Cloud,,4.6,4.6(5K reviews),Beginner · Specialization · 3 - 6 Months
720,Medical Terminology I,Rice University,,4.9,4.9(342 reviews),Beginner · Course · 1 - 3 Months
721,Sales Operations/Management,West Virginia University,,4.5,4.5(344 reviews),Beginner · Specialization · 3 - 6 Months
722,Advanced Statistics for Data Science,Johns Hopkins University,,4.4,4.4(717 reviews),Advanced · Specialization · 3 - 6 Months
723,Food & Beverage Management,Università Bocconi,,4.8,4.8(4.4K reviews),Mixed · Course · 1 - 3 Months
724,Optical Engineering,University of Colorado Boulder,,4.4,4.4(333 reviews),Advanced · Specialization · 3 - 6 Months
725,Expressway to Data Science: Python Programming,University of Colorado Boulder,,4.7,4.7(120 reviews),Beginner · Specialization · 1 - 3 Months
726,Dino 101: Dinosaur Paleobiology,University of Alberta,,4.9,4.9(3.4K reviews),Beginner · Course · 1 - 3 Months
727,Sports Marketing,Northwestern University,,4.7,4.7(1.2K reviews),Intermediate · Course · 1 - 3 Months
728,MLOps | Machine Learning Operations,Duke University,,4.0,4.0(141 reviews),Advanced · Specialization · 3 - 6 Months
729,Data Privacy Fundamentals,Northeastern University ,,4.8,4.8(564 reviews),Beginner · Course · 1 - 4 Weeks
730,Positive Psychology: Martin E. P. Seligman’s Visionary Science,University of Pennsylvania,,4.9,4.9(5.7K reviews),Beginner · Course · 1 - 4 Weeks
731,Functional Programming in Scala,École Polytechnique Fédérale de Lausanne,,4.7,4.7(11K reviews),Intermediate · Specialization · 3 - 6 Months
732,Introduction to Python Programming,University of Pennsylvania,,4.5,4.5(1K reviews),Beginner · Course · 1 - 4 Weeks
733,Biology Meets Programming: Bioinformatics for Beginners,University of California San Diego,,4.2,4.2(1.5K reviews),Beginner · Course · 1 - 4 Weeks
734,International Leadership and Organizational Behavior,Università Bocconi,,4.8,4.8(3.1K reviews),Mixed · Course · 1 - 3 Months
735,CVS Health Retail Customer Service,CVS Health,,4.7,4.7(56 reviews),Beginner · Professional Certificate · 3 - 6 Months
736,Astronomy: Exploring Time and Space,University of Arizona,,4.8,4.8(3.6K reviews),Beginner · Course · 1 - 3 Months
737,How to Play Guitar,Berklee,,4.7,4.7(2.5K reviews),Beginner · Specialization · 3 - 6 Months
738,AI Strategy and Governance,University of Pennsylvania,,4.8,4.8(80 reviews),Beginner · Course · 1 - 4 Weeks
739,Write A Feature Length Screenplay For Film Or Television,Michigan State University,,4.6,4.6(193 reviews),Beginner · Course · 3 - 6 Months
740,Machine Learning,University of Washington,,4.6,4.6(16K reviews),Intermediate · Specialization · 3 - 6 Months
741,Psychological Research,American Psychological Association,,4.6,4.6(51 reviews),Beginner · Specialization · 3 - 6 Months
742,Introduction to Logic and Critical Thinking,Duke University,,4.6,4.6(3.3K reviews),Beginner · Specialization · 3 - 6 Months
743,Applied Data Science Capstone,IBM,,4.7,4.7(6.9K reviews),Intermediate · Course · 1 - 3 Months
744,Qualitative Research Design and Methods for Public Health,Emory University,,4.7,4.7(168 reviews),Beginner · Specialization · 3 - 6 Months
745,Marketing with TikTok,Aptly,,4.6,4.6(99 reviews),Beginner · Specialization · 1 - 3 Months
746,Financial Accounting Fundamentals,University of Virginia,,4.8,4.8(2.5K reviews),Beginner · Course · 1 - 3 Months
747,Financial Technology (Fintech) Innovations,University of Michigan,,4.7,4.7(2.4K reviews),Beginner · Specialization · 3 - 6 Months
748,Data Science with Databricks for Data Analysts,Databricks,,4.5,4.5(540 reviews),Intermediate · Specialization · 3 - 6 Months
749,Digital Technologies and the Future of Manufacturing,University of Michigan,,4.6,4.6(213 reviews),Beginner · Specialization · 1 - 3 Months
750,Generative AI Primer,Vanderbilt University,,4.7,4.7(36 reviews),Beginner · Course · 1 - 4 Weeks
751,React Basics,Meta,,4.7,4.7(1.5K reviews),Beginner · Course · 1 - 4 Weeks
752,Greek and Roman Mythology,University of Pennsylvania,,4.8,4.8(2.3K reviews),Mixed · Course · 1 - 3 Months
753,Python and Statistics for Financial Analysis,The Hong Kong University of Science and Technology,,4.4,4.4(4K reviews),Intermediate · Course · 1 - 4 Weeks
754,"Aspectos básicos: Datos, datos, en todas partes",Google,,4.8,4.8(5.4K reviews),Beginner · Course · 1 - 3 Months
755,Foundational Finance for Strategic Decision Making,University of Michigan,,4.7,4.7(1.1K reviews),Beginner · Specialization · 3 - 6 Months
756,Equine Welfare and Management,"University of California, Davis",,4.9,4.9(350 reviews),Beginner · Course · 1 - 3 Months
757,"Strategic Leadership: Impact, Change, and Decision-Making",Dartmouth College,,4.8,4.8(352 reviews),Beginner · Specialization · 3 - 6 Months
758,Fundamentals of GIS,"University of California, Davis",,4.8,4.8(5.5K reviews),Beginner · Course · 1 - 4 Weeks
759,Global Diplomacy: the United Nations in the World,University of London,,4.7,4.7(1.5K reviews),Beginner · Course · 1 - 3 Months
760,إدارة المشروعات من Google,Google,,4.8,4.8(279 reviews),Beginner · Professional Certificate · 3 - 6 Months
761,Data Analysis and Visualization with Power BI,Microsoft,,4.6,4.6(76 reviews),Beginner · Course · 1 - 3 Months
762,Social Media Marketing in Practice,Digital Marketing Institute,,4.5,4.5(320 reviews),Beginner · Specialization · 3 - 6 Months
763,Healthcare Organization Operations,Rutgers the State University of New Jersey,,4.6,4.6(578 reviews),Beginner · Specialization · 3 - 6 Months
764,Computational Thinking for Problem Solving,University of Pennsylvania,,4.7,4.7(1.3K reviews),Beginner · Course · 1 - 4 Weeks
765,Introduction to Technical Writing,Board Infinity ,,3.5,3.5(10 reviews),Beginner · Course · 1 - 4 Weeks
766,Entrepreneurship 1: Developing the Opportunity,University of Pennsylvania,,4.8,4.8(4.2K reviews),Mixed · Course · 1 - 3 Months
767,Learn English: Beginning Grammar,"University of California, Irvine",,4.9,4.9(3.1K reviews),Beginner · Specialization · 1 - 3 Months
768,Managing Cybersecurity,University System of Georgia," Security Engineering, System Security, Risk Management, Computer Security Incident Management, Leadership and Management, Security Strategy, Network Security, Strategy, Cyberattacks, Strategy and Operations, Computer Security Models, Software Security, Security Software, Computer Networking, Planning, Business Analysis, Network Architecture, Networking Hardware, Organizational Development, Operations Management, Cryptography, Network Model, Project Management, Software As A Service, Cloud Computing",4.8,4.8(1.1K reviews),Beginner · Specialization · 3 - 6 Months
769,TensorFlow: Data and Deployment,DeepLearning.AI," Machine Learning, Applied Machine Learning, Deep Learning, Tensorflow, Computer Programming, Javascript, Artificial Neural Networks, Python Programming, Data Model, Machine Learning Software, Mobile Development, Web Development, Computer Vision, Mobile Development Tools, Extract, Transform, Load, Software Framework, Visualization (Computer Graphics), iOS Development",4.6,4.6(1.4K reviews),Intermediate · Specialization · 3 - 6 Months
770,Learning Linux for LFCA Certification,LearnQuest," Operating Systems, Linux, System Software, Cloud Computing, Computer Networking, DevOps, Network Security, Cloud Platforms, Computer Programming Tools, Software Engineering Tools, System Security, Application Development, Cloud Applications, Devops Tools, Security Engineering, System Programming, Information Technology",4.5,4.5(849 reviews),Beginner · Specialization · 3 - 6 Months
771,Understanding Research Methods,University of London," Planning, Writing",4.6,4.6(7.1K reviews),Mixed · Course · 1 - 4 Weeks
772,Teach English Now! Foundational Principles,Arizona State University, Mergers & Acquisitions,4.9,4.9(14K reviews),Mixed · Course · 1 - 3 Months
773,Learn English: Advanced Grammar and Punctuation,"University of California, Irvine", Writing,4.8,4.8(2.5K reviews),Advanced · Specialization · 3 - 6 Months
774,Social Media Marketing,Northwestern University," Marketing, Social Media, Communication, Digital Marketing, Media Strategy & Planning, Market Research, Strategy, Marketing Management, Brand Management, Advertising, Customer Analysis, Entrepreneurship, Decision Making, Market Analysis, Research and Design, People Management, Persona Research",4.6,4.6(5.3K reviews),Beginner · Specialization · 3 - 6 Months
775,Introductory C Programming,Duke University," Python Programming, Computer Programming, C Programming Language Family, Algorithms, Computational Logic, Critical Thinking, Problem Solving, Process Analysis, Programming Principles, Computer Programming Tools, Data Visualization, Theoretical Computer Science, Computational Thinking, Software Testing, Writing, Software Engineering, User Experience",4.6,4.6(7.1K reviews),Beginner · Specialization · 3 - 6 Months
776,"The Sustainable Development Goals – A global, transdisciplinary vision for the future",University of Copenhagen, Critical Thinking,4.8,4.8(4.3K reviews),Beginner · Course · 1 - 4 Weeks
777,Inclusive Leadership: The Power of Workplace Diversity,University of Colorado System," Collaboration, Communication, Leadership Development, Leadership and Management, Culture, Emotional Intelligence",4.9,4.9(1.7K reviews),Beginner · Course · 1 - 4 Weeks
778,Supply Chain Logistics,Rutgers the State University of New Jersey," Continuous Delivery, Inventory Management, Leadership and Management, Material Handling, Planning, Shipping and Receiving, Store Management, Strategy and Operations, Supply Chain Systems, Supply Chain and Logistics, Transportation Operations Management, Warehouse Management",4.8,4.8(10K reviews),Beginner · Course · 1 - 4 Weeks
779,Systems Biology and Biotechnology,Icahn School of Medicine at Mount Sinai," Bioinformatics, Probability & Statistics, Mathematics, Differential Equations, Network Analysis, Graph Theory, Matlab",4.4,4.4(936 reviews),Intermediate · Specialization · 3 - 6 Months
780,Corporate Sustainability. Understanding and Seizing the Strategic Opportunity,Università Bocconi,,4.7,4.7(762 reviews),Mixed · Course · 1 - 3 Months
781,Microeconomics Principles,University of Illinois at Urbana-Champaign,,4.8,4.8(2.9K reviews),Beginner · Course · 1 - 3 Months
782,Python for Cybersecurity,Infosec,,4.5,4.5(345 reviews),Intermediate · Specialization · 3 - 6 Months
783,Business and Marketing Strategies,University of London,,4.3,4.3(149 reviews),Beginner · Specialization · 3 - 6 Months
784,From Excel to Power BI,Knowledge Accelerators,,4.4,4.4(197 reviews),Beginner · Course · 1 - 4 Weeks
785,FinTech: Finance Industry Transformation and Regulation,The Hong Kong University of Science and Technology,,4.7,4.7(771 reviews),Beginner · Specialization · 3 - 6 Months
786,Machine Learning Modeling Pipelines in Production,DeepLearning.AI,,4.4,4.4(387 reviews),Advanced · Course · 1 - 3 Months
787,Coaching Skills for Managers,"University of California, Davis",,4.8,4.8(2.6K reviews),Intermediate · Specialization · 3 - 6 Months
788,Accounting: Principles of Financial Accounting,IESE Business School,,4.8,4.8(2.9K reviews),Beginner · Course · 1 - 4 Weeks
789,Project Management: Foundations and Initiation,University of Colorado Boulder,,4.8,4.8(329 reviews),Beginner · Course · 1 - 4 Weeks
790,Data Visualization & Dashboarding with R,Johns Hopkins University,,4.8,4.8(357 reviews),Beginner · Specialization · 3 - 6 Months
791,Linear Circuits 1: DC Analysis,Georgia Institute of Technology,,4.5,4.5(1.4K reviews),Mixed · Course · 1 - 3 Months
792,"Introduction to Biology: Ecology, Evolution, & Biodiversity",Rice University,,4.9,4.9(92 reviews),Beginner · Specialization · 3 - 6 Months
793,"Divide and Conquer, Sorting and Searching, and Randomized Algorithms",Stanford University,,4.8,4.8(5.2K reviews),Intermediate · Course · 1 - 4 Weeks
794,Financial Acumen for Non-Financial Managers,University of Pennsylvania,,4.5,4.5(894 reviews),Beginner · Course · 1 - 4 Weeks
795,Developing Front-End Apps with React,IBM,,4.3,4.3(319 reviews),Intermediate · Course · 1 - 4 Weeks
796,Computational Neuroscience,University of Washington,,4.6,4.6(1K reviews),Beginner · Course · 1 - 3 Months
797,Introduction to Engineering Mechanics,Georgia Institute of Technology,,4.8,4.8(4.8K reviews),Mixed · Course · 1 - 3 Months
798,International Business Essentials,University of London,,4.6,4.6(1.8K reviews),Intermediate · Specialization · 3 - 6 Months
799,Solar Energy Basics,The State University of New York,,4.8,4.8(2.4K reviews),Beginner · Course · 1 - 3 Months
800,Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers,HEC Paris,,4.6,4.6(733 reviews),Intermediate · Course · 1 - 4 Weeks
801,Leading Healthcare Quality and Safety,The George Washington University,,4.8,4.8(1.2K reviews),Beginner · Course · 1 - 3 Months
802,Microsoft Power Platform Fundamentals,Microsoft,,4.3,4.3(104 reviews),Beginner · Course · 1 - 3 Months
803,First Principles of Computer Vision,Columbia University,,4.7,4.7(154 reviews),Beginner · Specialization · 3 - 6 Months
804,Data Warehousing for Business Intelligence,University of Colorado System,,4.5,4.5(3.9K reviews),Advanced · Specialization · 3 - 6 Months
805,Django for Everybody,University of Michigan,,4.7,4.7(2.3K reviews),Intermediate · Specialization · 3 - 6 Months
806,Clinical Terminology for International and U.S. Students,University of Pittsburgh,,4.8,4.8(3K reviews),Beginner · Course · 1 - 3 Months
807,Introduction to Responsible AI,Google Cloud,,4.6,4.6(97 reviews),Beginner · Course · 1 - 4 Weeks
808,Finanzas personales,Universidad Nacional Autónoma de México,,4.8,4.8(8.1K reviews),Mixed · Course · 1 - 3 Months
809,Pre-MBA Quantitative Skills,Rice University,,4.7,4.7(18 reviews),Beginner · Specialization · 3 - 6 Months
810,Narrative Economics,Yale University,,4.8,4.8(361 reviews),Beginner · Course · 1 - 4 Weeks
811,Real-World Engineering Management,Advancing Women in Tech,,4.5,4.5(44 reviews),Beginner · Specialization · 1 - 3 Months
812,SAS Advanced Programmer,SAS,,4.8,4.8(350 reviews),Intermediate · Professional Certificate · 3 - 6 Months
813,Leading: Human Resource Management and Leadership,Macquarie University,,4.8,4.8(3.3K reviews),Intermediate · Specialization · 3 - 6 Months
814,Hands-on Internet of Things,University of Illinois at Urbana-Champaign,,4.7,4.7(190 reviews),Intermediate · Specialization · 3 - 6 Months
815,"Information Systems Auditing, Controls and Assurance",The Hong Kong University of Science and Technology,,4.7,4.7(3.2K reviews),Beginner · Course · 1 - 4 Weeks
816,Machine Learning: Algorithms in the Real World,Alberta Machine Intelligence Institute,,,,Intermediate · Specialization · 3 - 6 Months
817,Creating Change through Social Entrepreneurship,Yale University,,,,Beginner · Course · 1 - 3 Months
818,Data Modeling in Power BI,Microsoft,,,,Beginner · Course · 1 - 4 Weeks
819,"Competencias digitales. Herramientas de ofimática (Microsoft Word, Excel, Power Point)",Universitat Autònoma de Barcelona,,,,Beginner · Course · 1 - 3 Months
820,AI Applications in People Management,University of Pennsylvania,,,,Mixed · Course · 1 - 4 Weeks
821,Dog Emotion and Cognition,Duke University,,,,Mixed · Course · 1 - 3 Months
822,Troubles du spectre de l'autisme : diagnostic,University of Geneva,,,,Intermediate · Course · 1 - 3 Months
823,Using Public Policy for Social Change,University of Michigan,,,,Beginner · Course · 1 - 4 Weeks
824,Fundamentos de la ciberseguridad,Google,,,,Beginner · Course · 1 - 4 Weeks
825,Evaluations of AI Applications in Healthcare,Stanford University,,,,Beginner · Course · 1 - 3 Months
826,Cloud Computing Law,Queen Mary University of London,,,,Beginner · Specialization · 1 - 3 Months
827,International Marketing & Cross Industry Growth,Yonsei University,,,,Beginner · Specialization · 3 - 6 Months
828,"Introduction to Containers w/ Docker, Kubernetes & OpenShift",IBM,,4.4,4.4(668 reviews),Intermediate · Course · 1 - 3 Months
829,Executive Data Science,Johns Hopkins University,,4.5,4.5(11K reviews),Beginner · Specialization · 1 - 3 Months
830,Fundamentals of Engineering Exam Review,Georgia Institute of Technology,,4.7,4.7(603 reviews),Mixed · Course · 1 - 3 Months
831,Suporte em TI do Google,Google,,4.9,4.9(6.3K reviews),Beginner · Professional Certificate · 3 - 6 Months
832,Using Python to Interact with the Operating System,Google,,4.7,4.7(5.9K reviews),Beginner · Course · 1 - 3 Months
833,Innovation Management,Erasmus University Rotterdam,,4.7,4.7(2K reviews),Beginner · Course · 1 - 3 Months
834,Medical Cannabis: The Health Effects of THC and CBD,University of Colorado Boulder,,4.7,4.7(461 reviews),Beginner · Specialization · 3 - 6 Months
835,Learning and Development,HRCI,,4.8,4.8(142 reviews),Beginner · Course · 1 - 4 Weeks
836,Chinese for Beginners,Peking University,,4.8,4.8(19K reviews),Mixed · Course · 1 - 3 Months
837,Cybersecurity Foundations,Infosec,,4.7,4.7(444 reviews),Beginner · Specialization · 1 - 3 Months
838,Introduction to Sustainability,University of Illinois at Urbana-Champaign,,4.8,4.8(2.5K reviews),Mixed · Course · 1 - 3 Months
839,TOEFL Preparation,"University of California, Irvine",,4.5,4.5(530 reviews),Beginner · Specialization · 1 - 3 Months
840,Mindfulness and Well-being,Rice University,,4.8,4.8(978 reviews),Beginner · Specialization · 3 - 6 Months
841,Positive Psychology,The University of North Carolina at Chapel Hill,,4.7,4.7(5.8K reviews),Mixed · Course · 1 - 3 Months
842,Microeconomics: The Power of Markets,University of Pennsylvania,,4.7,4.7(1.4K reviews),Mixed · Course · 1 - 3 Months
843,Advanced React,Meta,,4.7,4.7(847 reviews),Intermediate · Course · 1 - 4 Weeks
844,Regression Analysis: Simplify Complex Data Relationships,Google,,4.7,4.7(227 reviews),Advanced · Course · 1 - 3 Months
845,Autodesk Certified Professional: Revit for Architectural Design Exam Prep,Autodesk,,4.7,4.7(927 reviews),Advanced · Course · 1 - 4 Weeks
846,"Cybersecurity Roles, Processes & Operating System Security",IBM,,4.6,4.6(5.3K reviews),Beginner · Course · 1 - 3 Months
847,Principles of UX/UI Design,Meta,,4.7,4.7(572 reviews),Beginner · Course · 1 - 3 Months
848,Practical Data Science with MATLAB,MathWorks,,4.7,4.7(1K reviews),Beginner · Specialization · 3 - 6 Months
849,ASP.NET for Experienced Developers,Board Infinity ,,4.0,4.0(131 reviews),Intermediate · Specialization · 1 - 3 Months
850,Generative AI: Foundation Models and Platforms,IBM,,4.8,4.8(16 reviews),Beginner · Course · 1 - 4 Weeks
851,Project Execution,"University of California, Irvine",,4.3,4.3(117 reviews),Beginner · Course · 1 - 3 Months
852,Introduction to Back-End Development,Meta," HTML and CSS, React (web framework), Web Development, Front-End Web Development, Web Design, Web Development Tools",4.8,4.8(2.7K reviews),Beginner · Course · 1 - 4 Weeks
853,Fundamentos del marketing digital y comercio electrónico,Google," E-Commerce, Marketing, Strategy",4.9,4.9(900 reviews),Beginner · Course · 1 - 4 Weeks
854,Sales and CRM Overview,Salesforce," Customer Relationship Management, Sales, Databases, Sales Systems, Salesforce, B2B Sales, Customer Success, Leadership and Management, Marketing, Operations Management",4.5,4.5(882 reviews),Beginner · Course · 1 - 4 Weeks
855,Gender Analytics: Gender Equity through Inclusive Design,University of Toronto," Research and Design, Critical Thinking, Organizational Development, People Analysis, Business Analysis, Decision Making, Data Analysis, Emotional Intelligence, Leadership and Management, People Development, Strategy and Operations, Business Psychology, Communication, Data Management, Human Resources, Leadership Development, Problem Solving, Strategy, User Experience Design, Change Management, General Statistics, Human Computer Interaction, Innovation, Probability & Statistics, Statistical Analysis, User Experience, Creativity, Market Research",4.8,4.8(488 reviews),Beginner · Specialization · 3 - 6 Months
